grant_id,project_num,core_project_num,subproject_id,fiscal_year,abstract,abstract_source,awardee_org
1234290,1F32GM120929-01A1,F32GM120929,,2017,"Project Summary/Abstract
 RNA editing is an evolutionarily conserved form of RNA processing that expands the functionality of the
transcriptome. The most prevalent example is adenosine-to-inosine (A-to-I) editing wherein adenosine is
chemically modified by enzymes to form inosine. The advent of sequencing-based methods has reignited
interest in the RNA editing field, which has revealed a large number of previously unknown, edited sites. For
example, a recent study identified close to 20,000 A-to-I sites in the human brain transcriptome, many of which
were found on repetitive sequences. More studies have shown clinical correlations between A-to-I edited RNA
and the onset of cancer and other diseases such as ALS. Surprisingly, we still know very little about how, why
and where they happen due to a lack of tools for studying this important modification. Using innovative imaging
techniques, we will visualize and quantify these events using oligonucleotide-based RNA fluorescent in situ
hybridization (RNA-FISH) in single cells to reveal the localization and mechanism of RNA editing. Ultimately,
we believe that the addition of spatial and temporal information for this processing will increase the
understanding of this important biological process and its role in gene expression. We have already validated a
FISH-based method that can discriminate adenosines from inosines on glutamate receptor 2, a well-validated,
partially edited mRNA for which editing results in an important neuronal phenotype. This proposal outlines the
next steps for which we will utilize this new tool to explore the subcellular localization of edited transcripts. In
the first aim, we will explore the translocation of edited transcripts in response to cellular stress. In aim two, we
will characterize the cell-to-cell variability of A-to-I editing in single-cells. Finally, we will explore the role of
hyper-edited Alu sequences in regulating the subcellular localization of the transcripts they are inserted in.
Successful completion of these aims will provide an important tool for visualizing A-to-I edited transcripts in
single cells, and define changes in subcellular localization of RNA as a function of editing.
.",nih_reporter,UNIVERSITY OF PENNSYLVANIA
1241510,1K02AG054665-01,K02AG054665,,2017,"PROJECT SUMMARY
 The vast majority of our nation's aging population will experience some decline in cognitive function with age.
Therefore, the development of effective interventions to mitigate age-related cognitive decline is of critical
importance in that those interventions might not only impact older adults' cognitive and daily life functioning,
but ultimately, contribute to their health, well-being and quality of life. There is accumulating evidence that
cognitive interventions targeting working memory are beneficial in that they show generalizing effects that go
beyond what has been specifically trained, i.e. transfer effects, resulting in potential implications for public
health, especially in an older adult population. Despite the promising results, more research is needed to make
cognitive interventions more effective and more robust, and to uncover their underlying mechanisms.
 The current project addresses two goals. The first goal is pragmatic, with a focus on how to make our
cognitive training intervention more effective by focusing on the implementation of motivational features and
the intervention's optimal scheduling (i.e., spacing of training sessions). We also will investigate the potential
additive effects of working memory interventions that are combined with other approaches, such as self-
efficacy interventions or electrical stimulation, investigate the intervention's longitudinal effects, and explore
whether any improvements extend to measures of everyday functioning. Second, this project addresses the
most important question of any intervention research by investigating the cognitive and neural mechanisms
underlying improvement using structural and functional neuroimaging. Furthermore, the project will shed light
on individual differences as moderating factors for training and transfer success. Given the sparse availability
of effective cognitive interventions, the project will have important implications in that it will shed more light on
the mechanisms of cognitive plasticity in old age, and serve as groundwork for future national and international
grant proposals.
 For over a decade, the candidate has devoted her interdisciplinary research efforts to the investigation of
working memory and related functions, as well as individual differences and age-related cognitive change. She
is considered as a leader in the field of cognitive training, and her current projects that are funded by the
National Institute on Aging (NIA; 1R01AG049006 - 01A1) and the Institute of Education Sciences (IES;
R324A150023) aim to contribute to a better understanding of the underlying behavioral and neural
mechanisms of learning and transfer by focusing on either older adults (NIA) or children with Attention Deficit
Hyperactivity Disorder (ADHD). Even though the specific goals and the populations in the two projects are
different, they do share the overall goal to increase the intervention's efficacy and to uncover mediators and
moderators of training-related change. Nonetheless, the present project will focus on older adults, since it is
the candidate's long-term goal to establish herself in the field of aging, and to ultimately conduct large-scale
randomized clinical trials to investigate the efficacy of targeted interventions in populations that are at risk for
dementia with the means of additional R01 funding or P01/center grants.
 The University of California, Irvine (UCI) supports the candidate with protected research time (75% or 9
person months) and provides an ideal research environment to conduct her translational work due to the
multiple centers involving faculty from various schools and departments that are dedicated to the investigation
of memory, aging, and cognitive development (e.g. the Alzheimer's Disease Research Center, or the Center
for the Neurobiology of Learning and Memory), and as such, provide many opportunities for intellectual
discourse. The candidate has been engaged in collaborative projects with multiple faculty members at UCI,
and furthermore, she has long-standing national and international collaborators (e.g., with faculty at the
University of Michigan and the University of Queensland, Australia). For the duration of the proposed award,
the candidate plans extended visits at those labs in order to further advance her methodological skills and to
interact with distinguished faculty all over the world, which will further facilitate the candidate's career
development and establish her recognition as an independent scientist.
 The K02 award would provide the candidate with protected time to focus on the development of her research
program and allow her to foster her national and international collaborations, and thus, enhance the potential to
make significant contributions to the field of cognitive training, aging, and brain plasticity. Her research program
has translational potential given its interdisciplinary approach involving Cognitive Science, Neuroscience,
Gerontology, and Education.",nih_reporter,UNIVERSITY OF CALIFORNIA-IRVINE
1241596,1P01DA041307-01,P01DA041307,7821,2017,"Abstract
Many patients suffering from HIV will develop distal symmetrical neuropathy that is frequently accompanied by
pain. In some patients, HIV antiretroviral treatments can elicit and exacerbate neuropathic pain. The mechanisms
underlying HIV neuropathic pain (HIVNP) are not well understood. HIVNP is relatively resistant to treatments
commonly used for other types of neuropathic pain (e.g., reuptake blockers, gabapentinoids). Clinically
significant effects of smoked cannabis have been reported in HIVNP, suggesting that cannabinoid activity may
provide significant analgesic benefit in these patients. First, we shall develop novel CB2 agonists with no or very
low functional efficacy for CB1, with improved pharmacological profiles based on the AM1710 chemotype. These
novel compounds will be potent CV2 agonists and neutral CB1 antagonists. The second approach will involve
the design and synthesis of novel CB1/CB2 agonists that are peripherally acting. We shall seek to obtain novel
compounds in which the CB2/CB1 contributions to their respective effects on HIVNP is optimized. We have
shown that AM1710, a selective CB2 agonist developed in our laboratory, elicits analgesic actions in a model of
HIVNP. We propose that CB2 agonists could prove to be an effective strategy for non-addictive treatment of
HIVNP and possibly for other chronic pain conditions. We propose two approaches. Both approaches will
develop novel ligands that encompass design controlled cannabinoid deactivation, a concept recently developed
in our laboratory for cannabinergic compounds. This involves the introduction within each ligand of a serum
esterase susceptible moiety, which when subjected to the enzyme’s hydrolytic action, transforms the molecule
into inactive metabolites. The duration of action in vivo of the new compounds is controlled by the chemical
nature and environment of the sessile group, as well as by the degree to which the novel compound is subject
to a depot effect, a property largely controlled by the compound’s hydrophobic character. The project will involve
1) the design and synthesis of the novel ligands and 2) in vitro characterization evaluation for their CB2 and CB1
affinities and functional potencies, as well as their biochemical stabilities, or bioavailabilities, and abilities (or lack
of) to cross the blood brain barrier. The successful compounds will be screened (Biochemical Core) for their
effects in models of inflammatory pain. 3) A select number of compounds will be tested for their efficacy in a HIV
neuropathic pain model for their side effects, tolerance, and potential abuse liability.",nih_reporter,UNIVERSITY OF ARIZONA
1242115,1R13ES028097-01,R13ES028097,,2017,"This two-day conference on “Highly Fluorinated Compounds – Social and Scientific Discovery” will examine the social,
scientific, political, and environmental health issues raised by older contamination episodes as well as recent discoveries
of water contamination and elevated exposures to highly fluorinated compounds, variously called perfluorinated
compounds (PFCs) or poly- and perfluorinated alkyl substances (PFASs; we use the latter for familiarity). It will bring
together 80-110 scientists; government agency professionals; members of community-based, national and regional
environmental organizations; retail and industry representatives; journalists; lawyers; and environmental consultants. This
conference will achieve three specific aims: 1) Conduct a conference to examine the complex set of social, scientific,
political, and environmental health issues raised by the recent discoveries of water contamination and human exposure
associated with high levels of PFASs; 2) Develop educational resources for future research and practice; 3) Disseminate
findings and create ongoing web portal for information exchange and data archiving. The high profile case of PFOA
contamination by DuPont in the Mid-Ohio Valley resulted in landmark lawsuits and significant research studies that
linked exposure to PFOA with high cholesterol, ulcerative colitis, thyroid disease, testicular and kidney cancers, and
pregnancy-induced hypertension. PFASs have been the subject of voluntary phase-out initiatives, drinking water
advisories, and chemical-specific regulations in multiple state and federal agencies. PFAS sites are a prominent new
location of lay engagement. Manufacturers and retailers, pressured by advocacy groups and concerned about the potential
for future regulation, have discontinued using some PFASs, but often are switching to other, mostly shorter-chain, PFASs
even though there is little information available about potential health effects. In May 2016, the EPA released lifetime
drinking water health advisories for PFOA and PFOS combined of 70 parts per trillion, significantly lower than the
previous provisional health advisory levels. However, no federal enforceable drinking water standards exist for PFOS or
PFOA, and some states have health advisory levels below the EPA advisory level. In terms of relevance to NIEHS’
Strategic Plan, this conference aligns with Theme 3: Translational Science, Theme 5: Training and Education, Theme 6:
Communication and Engagement, Cross-cutting theme: Collaborative and Integrative Approaches, Goal 5: Identify and
respond to emerging environmental threats to human health, Goal 7: Use knowledge management techniques for
collaborative EHS, and Goal 11: Promote bidirectional communication and collaboration between researchers and
stakeholders. The Organizing Committee will be composed of PI Phil Brown (Northeastern), Laurel Schaider (Silent
Spring Institute), Andrea Amico (Testing for Pease), Sylvia Broude (Toxics Action Center), Alissa Cordner (Whitman
College), and Courtney Carignan (Harvard T.H. Chan School of Public Health).",nih_reporter,NORTHEASTERN UNIVERSITY
1267594,1U01CA215845-01,U01CA215845,,2017,"Abstract
Lung cancer is the leading cause of cancer related deaths. In its most lethal form, small-cell lung cancer (SCLC),
heterogeneity correlates with aggressiveness, however no driver mutations distinguishing SCLC subtypes have
been identified. Another singularity of SCLC is that it responds well to initial treatment but quickly relapses into
resistance, suggesting phenotypic plasticity. In this basic project, we will investigate the role of transcriptional
and signaling mechanisms in promoting SCLC phenotypic heterogeneity and plastic state transitions,
leading to aggressiveness and rapid relapse. Our preliminary results indicate that SCLC heterogeneity is
more extensive than the canonical neuroendocrine (NE) and mesenchymal-like (ML) subtypes, and includes
multiple hybrid states. Most significantly, we found that drug treatment results in phenotypic transitions toward
the hybrid states, implicating them in resistance. Based on these data, our central hypothesis is that SCLC is
a heterogeneous mix of NE, ML and hybrid phenotypic states and that, due to phenotypic plasticity,
transitions between these states is a key mechanism of treatment evasion in SCLC. To test this hypothesis,
we will combine computation and experiments to characterize the global landscape of phenotypes in SCLC, and
define the impact of phenotypic transitions on resistance. In Aim1, we will identify a regulatory transcription factor
(TF) network that controls the differentiation of SCLC cells into NE, ML, and hybrid phenotypic states; validate
model predicted phenotypes and quantify their drug sensitivity; and, define reprogramming pathways to drug-
sensitive states. Our approach pipeline is comprised of phenotypic clustering and gene co-expression network
analysis on SCLC tumor and cell line data, simulations of logic-based TF network models to prioritize TF targets
for reprogramming, and experimental validation of model predictions in vitro and in vivo. In Aim2, we will quantify
phenotype sensitivity to chemotherapy and plasticity in response to signaling perturbations; identify perturbations
that promote phenotype switching; and, test optimal drug/perturbagen combinations that maximize SCLC cell
killing under treatment. Phenotypes and signaling pathways will be defined by flow and mass cytometry. SCLC
clonal dynamics in response to perturbations will be quantified using a stochastic phenotype transition to
prioritize drug/perturbagen combinations for experimental validation. Drug sensitivity and plasticity of SCLC
phenotypes will be assessed with the drug-induced proliferation rate metric, which we recently described, and
time series single-cell flow or mass cytometry. Success of this project will have translational impact by
empowering searches for targeted therapies that reprogram drug-resistant cells toward drug-sensitive cells,
which we anticipate will lead to significantly improved patient outcomes in SCLC. We further anticipate that this
approach will be useful in other cancer types, opening the doors to a new paradigm of cancer treatment based
on epigenetic tumor reprogramming.",nih_reporter,VANDERBILT UNIVERSITY
1268071,1R01AI126311-01A1,R01AI126311,,2017,"SUMMARY/ABSTRACT
Human African Trypanosomiasis (HAT) is caused by the protozoan Trypanosoma brucei. New drugs need to
be developed to treat the disease because the currently approved therapies are not orally bioavailable and
some are toxic. We have evaluated a class of carbazole-based small molecules called “Curaxins” as possible
hits for anti-trypanosome lead discovery. Eleven of the 27 Curaxins tested had growth inhibitory concentrations
(GI50) lower than 100 nM. Curaxin-137 (CBL0137) cured 100% of mice infected with T. brucei, after oral dosing
with no observed toxicity, making it a new lead for anti-trypanosome drugs. Curaxin-137 was detected in the
brain of mice at a concentration that was 4-fold higher than found in blood, and 1000-times higher than GI50.
These data suggest that the drug is highly likely to cure stage 2 HAT, when trypanosomes have crossed the
blood-brain barrier. We have identified two hits CBL0174 and CBL0187 that could serve as backups for
CBL0137, and enable us to embark on preclinical studies for development of CBL0137. Our immediate goals
are to (i) evaluate CBL0137's efficacy in stage 2 HAT; (ii) profile the metabolic, pharmacological,
pharmacokinetic, blood-brain barrier permeability, and physiochemical features in vitro, as well as safety, and
toxicity of CBL0174 and CBL0187 so as to determine whether they could be used in mouse models of HAT,
and (iii) synthesize new analogs CBL0137 that are optimized for brain penetrance, while preserving selectivity,
metabolic, physicochemical, and pharmacokinetic/ADME properties. Our preliminary structure-activity
relationship data have revealed structural alterations of CBL0137 that may be implemented to improve efficacy
as well as other properties of Curaxins. Newly-synthesized compounds that meet our screening thresholds and
also cure HAT in the mouse model will serve backup leads as we advance those that cure stage 2 HAT as
preclinical candidates for anti-trypanosome drug development.",nih_reporter,UNIVERSITY OF GEORGIA
1268404,7K23AR070913-04,K23AR070913,,2018,"PROJECT SUMMARY/ABSTRACT
Knee osteoarthritis (OA) is a major public health problem, causing substantial pain and functional limitations,
yet few effective therapies are available to improve pain and function. Non-invasive treatments are needed to
improve quality of life and decrease the need for total knee arthroplasty. Abnormal mechanical loading is a
well-recognized cause of knee OA and many rehabilitation treatments aim to improve abnormal loading.
Impact loading is one such factor that can be intervened upon to potentially improve pain and function. While
gait retraining strategies have been shown to improve the knee adduction moment, it is unknown if gait
retraining can change impact loading and improve knee pain in older individuals with knee OA. Individuals with
painful knee OA also demonstrate a heightened response to normally non-painful stimuli (i.e., sensitization)
and impaired descending inhibition of pain, both of which contribute to greater pain severity. It is unknown,
however, whether these alterations in the sensory nervous system also affect the motor efferent nervous
system, with resulting adverse effects on motor function. Furthermore, the presence of altered pain processing
may modify the effect of traditional rehabilitation strategies. Such insights would provide opportunities for
tailoring individual rehabilitation strategies. The specific aims of the proposed work are: 1) To evaluate the
relation of altered pain processing, independent of knee pain severity, to impact loading (e.g., peak impact
force and loading rate from the ground reaction force) during walking, 2) To determine whether a gait retraining
program decreases impact loading and knee pain in individuals with knee OA, and 3) To determine whether
altered pain processing modifies the effect of gait retraining on impact loading. For specific aim 1, we will
leverage data from the NIH funded Multicenter Osteoarthritis Study (MOST), a cohort study of ~3000
individuals with or at risk of knee OA, in which measures of pain sensitization and ground reaction forces
(GRFs) during gait have been assessed. Measures of impact loading will be determined from GRFs. For
specific aim 2 and 3, subjects will be recruited locally and undergo biomechanical and pain assessments at
baseline and follow-up. Subjects will be a randomized to either a control walking intervention or a walking
program with gait retraining. The retraining will involve verbal feedback to soften footfalls and real-time visual
feedback to decrease tibial acceleration (a correlate of knee loading) using an accelerometer while walking on
a treadmill. Primary and secondary outcomes include measures of impact loading and knee pain, respectively.
The proposed research is highly significant in that it will directly affect the clinical management of individuals
with knee OA. This proposal will provide Dr. Stefanik new training and mentorship in the neurobiology of pain,
biomechanics and motion analysis methodology, gait retraining and conducting a clinical intervention study,
which builds upon his previous research experience in clinical epidemiology. This training will be integral in
assisting Dr. Stefanik to meet his long-term career goal of developing novel and effective rehabilitation
interventions for individuals with knee OA.",nih_reporter,NORTHEASTERN UNIVERSITY
1270145,1U01FD005773-01,U01FD005773,,2017,"ABSTRACT
The past few decades have witnessed a rapid increase in the number of complex drug products (such as
liposomes, polymeric nanocarriers, and nanosuspensions) reaching the market. These complex drug products
have unique in vivo and in vitro characteristics that meet various therapeutic needs, and have greatly benefited
human health. However, due to their complex formulation and processing methodologies, as well as the
inherent issues associated with batch-type manufacturing (e.g. open system transfer of materials, batch-to-
batch variation, scale-up procedures and supervised production) and the resultant high failure rate, their
manufacturing cost is very high. Accordingly, robust and modern technology (e.g. end-to-end continuous
manufacturing) with no interruptions in production is essential. In recent years a concerted effort has been
made by the pharmaceutical industry to develop and implement continuous manufacturing for traditional drug
products such as tablets. However, the development and implementation of continuous manufacturing for
complex drug products has yet to be reported. In addition, the knowledge and experiential base that support
FDA review and regulatory policies on continuous manufacturing are still lacking. Over the past two years, a
prototype system that is capable of continuously producing liposomes with defined characteristics such as
particle size and drug encapsulation, has been successfully designed and developed at the University of
Connecticut (UConn). A mechanistic understanding of the impact of transforming batch-to-continuous
processing on product quality of liposomes has been provided. Building on the knowledge and experience
gained, it is now proposed to expand the current UConn prototype system to a continuous manufacturing
platform with modular and portable components for a variety of complex dosage forms and drug candidates.
Computational modeling (such as Molecular Dynamics, Computational Fluid Dynamics, and multi-scale) will be
conducted to fully understand and simulate nanocarrier formation and drug entrapment during continuous
manufacturing. In addition, a Graphical User Interface (GUI) based library will be created for quality based risk
assessment and to provide a roadmap to solve continuous manufacturing challenges for complex dosage
forms. A continuous manufacturing platform with modular components suitable for a cGMP facility will be built
and tested using a variety of complex dosage forms. The proposed research will be extremely valuable to
advance state-of-the-art manufacturing technology, and help bridge the gap between discoveries in academia
and implementation by industry. Moreover, the knowledge that will be gained on continuous manufacturing of
complex dosage forms will not only help the Agency with review function but also provide necessary
information to guide policy development. Consequently, regulatory science will be advanced to facilitate the
implementation and assessment of continuous manufacturing of complex dosage forms, which in turn will
ensure a continuous supply of high quality and safe complex drug products to the public, at a reduced cost.",nih_reporter,UNIVERSITY OF CONNECTICUT STORRS
1271105,1R03HD094234-01,R03HD094234,,2017,"Project Summary
The overall objective is to develop and test a novel rehabilitative training program for central auditory
dysfunction after traumatic brain injury. Solutions designed to enhance auditory processing when hearing
thresholds are within normal limits are very limited and none are as recognized or as widely available as are
hearing aids and cochlear implants. While there exist some contemporary approaches devised to improve
hearing in a variety of populations, these are largely based upon emulating hearing scenarios in the
environment. While such programs show some efficacy, three key limitations undermine the overall
effectiveness and deployment of these approaches. 1) A lack of alignment of treatments with up-to-date
knowledge of how sounds are processed by the brain 2). A lack of alignment of treatments with up-to-date
knowledge of perceptual learning research, and 3) Difficulty in getting patients to comply with training
procedures that are often frustrating and boring. Here we aim to overcome these limitations by integrating
contemporary knowledge of auditory neuroscience, perceptual learning, and modern game design to develop
and test novel auditory training therapies. Our primary premise is that 1) Studies of auditory neuroscience and
psychoacoustics have advanced our understanding of the function of auditory processes beyond the cochlea.
2) Studies of perceptual learning have advanced our understanding of plasticity in the neural systems
underlying hearing, and have refined behavioral procedures that engage these systems. 3) Commercial video
games have become ubiquitous, sophisticated, and shaped by competitive market pressures to become both
perceptually engaging (rich graphics, sounds, and animations) and cognitively challenging. Combining these
elements can lead to behavioral cognitive therapies that are effective and encourage compliance by being
compelling, stimulating, and fun. We will test an adaptive training program that involves practice with a “basis
set” of spectral temporal modulated sounds that are modeled after auditory neuron receptive field properties7
combined with interaural localization cues to also train sound source segregation. Efficacy will then be tested in
normal hearing participants and in patients with mild traumatic brain injury and auditory processing difficulties
(APDs) and compared against active tone training controls. Outcome measures are tests of real world audition
including; speech in noise, multiple talker environments and auditory attention and working memory. Potential
for knowledge gain and translational impact is substantial. This project will result in techniques and data
relevant to rehabilitation of APDs. The data and training will be made available to the clinical and research
community. Evidence of efficacy will be followed upon with a R01 proposal to examine how different
components of training contribute to observed effects and to examine neural underpinnings. The positive
impact whether or not the training program is effective will be new knowledge about what types of training
programs are effective, and which are not, and can contribute to development of effective therapies for APDs.",nih_reporter,UNIVERSITY OF CALIFORNIA RIVERSIDE
1271910,1R21HL140436-01,R21HL140436,,2017,"Asthma is  a chronic  airway  disorder  that  impacts  22.9  million  people  in  the  United  States  and  causes  a  substantial  economic  burden.  Asthma attacks  (exacerbation)  are  triggered  by  stimulation of chronically inflamed airways and hyper responsive airway smooth muscle, leading  to  airway  constriction  and  obstructed  airflow. Reducing the frequency  of  exacerbations  is  the primary goal of asthma disease management. Severe asthma is especially challenging to treat, 
as this  cohort  of  patients  (~15%)  does  not  respond  well  to  inhaled  therapeutics,  resulting  in 
significantly higher heath care costs compared to patients with milder disease severity.  One of 
the keys  to  asthma  management  is  to  identify  early  which  set  of  patients  may  benefit  from 
alternative  treatment  strategies. However assessing  dosimetry  experimentally  is  not  currently 
feasible  especially  on  a  patient-­to-­patient  basis. Computational models,  on  the  other  hand, 
provide a  unique  opportunity  to  uncover  anatomical  and  physiological  features  that  lead  to 
inadequate dosing.  Thus, the main goal of this R21 proposal is to determine which set of patients 
may benefit from alternative treatment strategies.  To do this, existing datasets collected from as 
part of the NIH funded Severe Asthma Research Program (SARP) will be incorporated to study 
inhaled medications. A  subset  of  this  study  includes  hyperpolarized  3He  ventilation  and  high-­
resolution CT images, thereby providing the opportunity to couple patient-­specific anatomy and 
ventilation  distribution  with  advanced  modeling  techniques. Incorporation of  segmental-­level 
ventilation defects percent (VDP) will enable accurate ventilation distributions to be incorporated 
into  the  respiratory  in  silico  models  and  for  peripheral  delivery  to  be  correlated  with  the 
heterogeneous ventilation. With this existing dataset, we will test our hypothesis that abnormal 
drug delivery  concentrations  are  correlated  to  airway  morphometric  features  which  may  be 
identified directly from CT images.  Within the scope of this proposal, we will make key advances 
in determining  which  set  of  patients  would  benefit  from  alternative  treatment  strategies  (e.g. 
systemic medications) because of inadequate peripheral airway delivery.",nih_reporter,NORTHEASTERN UNIVERSITY
1272569,1R01GM123239-01,R01GM123239,,2017,"Project Summary
Accurate and efficient DNA replication is critical for the survival of all organisms. The overall goal of this project
is to understand how the molecular dynamics of the processivity clamp regulate its interactions that are central
to efficient DNA replication. The focus of this proposal is on the Escherichia coli beta clamp, which is a ring-
shaped dimeric protein that encircles DNA and provides a binding platform for other proteins to access DNA.
Processivity clamps also increase the efficiency of DNA replication by tethering DNA polymerases to DNA and
increasing their processivity. Appropriate loading of the beta clamp is critical for regulation of events at the
replication fork and for efficient DNA replication. Our central hypothesis, which is supported by our preliminary
data, is that trapping of specific transiently sampled beta clamp conformations by the clamp loader underlies
loading of beta onto DNA and determines the efficiency of this process. To test this hypothesis, in aim 1, we
will design variants of the beta clamp with altered stability or asymmetry and determine the thermal stability
and oligomeric state of these altered clamps. We will also probe the interactions of the altered clamps with the
clamp loader. In aim 2, we will determine the dynamics of the beta clamp alone and in complex with clamp
loader by Transverse Relaxation Optimized SpectroscopY (TROSY) NMR relaxation and hydrogen exchange
measurements. In aim 3, we will determine the biological functions of the designed clamp protein variants,
including their ability to interact with and be loaded onto DNA by the clamp loader, and to function in
processive DNA replication. Correlating the dynamics of the beta clamp with its proficiency in these different
activities will provide important insights into the relationship between clamp dynamics and function. Moreover,
this work will provide fundamental insights into the roles of protein dynamics in regulating protein-protein
interactions.",nih_reporter,NORTHEASTERN UNIVERSITY
1272730,1R56MH114193-01,R56MH114193,,2017,"Project summary
Behavioral strategies to cope with potentially threatening or aversive stimuli tend to cluster into two
forms: active, escape-driven behaviors, or passive responses that may conserve energy or prevent
detection by a predator. Since an individual's coping strategy is closely linked to long-term clinical
outcomes after trauma exposure, a better understanding of the neurobiological basis of coping
response could greatly impact public health for both men and women. One promising but under-studied
area is the role of the endocannabinoid (eCB) system in modulating active vs. passive stress
responses. In this project, we will define the contribution of eCB signaling in the medial prefrontal cortex
(mPFC) to the mechanisms that underlie coping responses in both sexes. In particular, we will
investigate the ability of eCB system to modulate two mPFC-brainstem pathways: mPFC-dorsal raphe
(DR) and mPFC-periaqueductal gray (PAG). We will use a combination of behavioral, neuroanatomical,
biochemical, and chemogenetic strategies to dissect these circuits. The results of this work will lead to
a better understanding of sex-specific stress processes, and have the potential to identify novel
therapeutic targets for stress-related mental illnesses.",nih_reporter,NORTHEASTERN UNIVERSITY
1272761,1R01EB023907-01,R01EB023907,,2017,"Abstract
There is currently no successful treatment for long-segment tracheal stenosis, most commonly a result of
prolonged intubation or tracheostomy. Available treatment options are inadequate in preventing restenosis
and often require successive surgeries. A tissue engineered trachea has the potential to fill this need. A
functional tracheal replacement must (1) have radial rigidity, (2) be vascularized or encourage
vascularization and (3) contain respiratory epithelium to restore an open airway while avoiding restenosis,
bacterial infections and ischemic necrosis. This proposal seeks to develop a tracheal replacement with
these functional requirements by fusing tissue rings into a composite tissue tube comprised of multiple cell
types with controlled, localized growth factor presentation, and to evaluate its ability to serve as a
tracheal replacement in a rabbit airway defect model in vivo. The hypothesis of this work is that a multi-
cell type, scaffold-free neotrachea can be engineered with vital cellular organization and critical
functionality by delivering bioactive factors in a spatiotemporally controlled manner to modular tissue units
comprised of self-assembled human cells. By utilizing a custom assembly system, we will integrate the
tissue ring units into a composite tubular tracheal construct. Specifically, the proposal aims to (1) engineer
cartilaginous ring and tubular structures with defined dimensions and requisite mechanical properties using
high-density hMSC culture to serve as radial support in the neotrachea, (2) engineer cartilage-prevascular
composite tubular constructs with alternating cartilage and vascular tissue rings to support blood vessel
formation in the neotrachea, (3) engineer a luminal epithelial lining on cartilaginous tubes for interfacing
with the external environment and (4) test the capacity of the engineered tracheas to restore airway
functionality in an animal defect model. This work seeks to engineer a replacement human trachea with
radial rigidity that supports vascularization and epithelialization when implanted in vivo. This bottom-up, self-
assembled high-cell density strategy with localized bioactive factor presentation is a novel, modular approach
to engineer a multi-tissue, function-restoring organ of the respiratory system for patients suffering from
large and currently untreatable tracheal defects. This platform technology also has the potential to be
employed to regenerate other complex tissues and organs in the body.",nih_reporter,CASE WESTERN RESERVE UNIVERSITY
1273033,1R21MD012405-01,R21MD012405,,2017,"PROJECT SUMMARY
Immigrant groups in the United States have long experienced challenges to community inclusion and
participation such as experiences of discrimination and victimization. Today, however, we are experiencing
unprecedented levels of such experiences. For Somali young adults, who are black, Muslim immigrants, these
experiences may be linked to their race, religion or migration status. This has been compounded by historical
and recent events linked to aspects of Somali identity and culture creating a socio-historical moment in which
young Somalis face an unprecedented threat of discrimination and mistreatment. While there is growing
evidence on the adverse effect of discrimination on health, less is known about the experiences of immigrant
groups and the ways in which discrimination and experiences of racism across multiple sectors of public life
relate to mental health and well-being; what factors mediate these relationships; and how immigrants
themselves understand and make meaning of these experiences as well as their relationships to their mental
health and well-being. This mixed-methods, community partnered, proposal builds on a decade-long
Community Based Participatory Research program led by Dr. Ellis, and partnered with Dr. Lincoln and Ms.
Abdi, a team of inter-disciplinary researchers, and leaders from Somali communities. Through this community-
research partnership our team has developed unprecedented datasets: to our knowledge, we have the largest
longitudinal empirical database of psychosocial factors and Somali youth in the world. The broad goal of this
project is to expand our knowledge of the relationships among experiences of discrimination and health
outcomes for young Somali adults and thus contribute to a research trajectory aimed at developing strategies
and interventions to disrupt these associations and mitigate disparities in mental health and health outcomes
experienced by immigrant young adults. This will be accomplished through three specific aims which first test
a theoretical model of the associations between multiple co-occurring experiences of discrimination (i.e. daily
discrimination, life events discrimination, discrimination by teachers, and negative interaction with police) and
mental health (symptoms of PTSD, anxiety and depression, and substance use) in Wave 1 of our existing data
set. Next we propose to test whether the theoretical model explaining the associations between co-occurring
forms of discrimination, social marginalization and mental health developed in Aim 1explains symptoms of
mental illness over time using multiple waves of data. Finally, we propose to conduct additional qualitative
interviews in three U.S. cities to explore Somali young adults’ understanding of the health issues of concern to
them and their communities, the ways they make meaning of experiences of discrimination and racism and
how these relate to their health and well-being.",nih_reporter,NORTHEASTERN UNIVERSITY
